iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_08847,TC015992,LG8,II,10,,40,Low
iB_08848,TC015974,LG8,III,40,,40,Low
iB_08854,TC006111,LG8,II/III,80,,,Low
iB_08856,TC033960,LG8,II,30,,0,Low
iB_08861,TC006177,LG8,II,10,,20,Low
iB_08862,TC005972,LG8,II,10,,30,Low
iB_08863,TC006191,LG8,II,100,,100,Yes
iB_08864,TC006199,LG8,II,40,,0,Low
iB_08868,TC033996,LG8,II,20,,40,Low
iB_08871,TC006224,LG8,II,30,,10,Low
iB_08873,TC005922,LG8,II,100,,70,Yes
iB_08875,TC006258,LG8,III,80,,80,Low
iB_08877,TC031556,LGX,III,40,,0,Low
iB_08879,TC005886,LG8,II,60,,10,Low
iB_08880,TC034015,LG8,II,0,,40,Low
iB_08884,TC005857,LG8,II,30,,100,Low
iB_08886,TC034826,LG8,II,20,,10,Low
iB_08887,TC005841,LG8,II,10,,30,Low
iB_08889,TC000802,LG2,II,40,,10,Low
iB_08891,TC003436,LG3,II,30,,20,Low
iB_08892,TC003483,LG3,II,20,,10,Low
iB_08893,TC008733,LG7,II,20,,40,Low
iB_08894,TC008897,LG7,II,30,,10,Low
iB_08895,TC009047,LG7,II,20,,40,Low
iB_08896,TC010152,LG7,III,50,,40,Low
iB_08897,TC010983,LG9,II,10,,10,Low
iB_08900,TC012945,LG10,II,60,,10,Low
iB_08902,TC015563,LG6,II,70,,40,Low
iB_08903,TC033227,LG5,II,50,,0,Low
iB_08904,TC009412,LG7,II,20,,0,Low
iB_08905,TC030213,LG7,II,40,,10,Low
iB_08906,TC033018,LG5,II,40,,0,Low
iB_08907,TC005810,LG8,II,0,,20,Low
iB_08908,TC006344,LG8,II,10,,10,Low
iB_08909,TC006357,LG8,II,40,,80,Low
iB_08910,TC005767,LG8,II,30,,30,Low
iB_08911,TC006365,LG8,III,0,,70,Low
iB_08912,TC005763,LG8,II,40,,10,Low
iB_08913,TC005760,LG8,II,60,,20,Low
iB_08914,TC006384,LG8,II,80,,30,Low
iB_08915,TC006413,LG8,II,30,,40,Low
iB_08916,TC006419,LG8,II,30,,20,Low
iB_08917,TC015484,LG8,II,40,,0,Low
iB_08918,TC034830,LG8,II,30,,20,Low
iB_08919,TC034087,LG8,II,10,,40,Low
iB_08920,TC005669,LG8,II,0,,0,Low
iB_08921,TC005668,LG8,II,100,,50,Yes
iB_08922,TC006463,LG8,II,10,,20,Low
iB_08923,TC006500,LG8,III,20,,40,Low
iB_08924,TC005597,LG8,II,10,,30,Low
iB_08925,TC006516,LG8,II,30,,50,Low
iB_08926,TC005579,LG8,II,10,,20,Low
iB_08927,TC006532,LG8,II,30,,20,Low
iB_08928,TC005542,LG8,II,10,,30,Low
iB_08929,TC006578,LG8,III,10,,50,Low
iB_08930,TC005525,LG8,II,10,,50,Low
iB_08931,TC006599,LG8,II,30,,50,Low
iB_08932,TC006605,LG8,II,70,,70,Low
iB_08933,TC034133,LG8,II,20,,40,Low
iB_08934,TC005506,LG8,II,30,,30,Low
iB_08935,TC006616,LG8,II,20,,40,Low
iB_08936,TC034139,LG8,II,100,,90,Yes
iB_08937,TC006629,LG8,III,30,,30,Low
iB_08938,TC006630,LG8,II,80,,10,Low
iB_08939,TC034144,LG8,II,10,,30,Low
iB_08940,TC034146,LG8,II,20,,50,Low
iB_08941,TC004626,LGX,II,10,,40,Low
iB_08942,TC006678,LG8,III,20,,20,Low
iB_08943,TC006697,LG8,II,10,,50,Low
iB_08944,TC006708,LG8,II,20,,10,Low
iB_08945,TC006725,LG8,II,20,,60,Low
iB_08946,TC034265,LG9,II,20,,20,Low
iB_08947,TC001699,LGX,II,10,,10,Low
iB_08948,TC012046,LG9,II,20,,20,Low
iB_08949,TC012023,LG9,II,0,,40,Low
iB_08950,TC012020,LG9,II,10,,40,Low
iB_08951,TC012473,LG9,II,20,,30,Low
iB_08952,TC010663,LG9,II,10,,0,Low
iB_08953,TC012618,LG9,II,20,,30,Low
iB_08954,TC012647,LG9,II,100,,40,Yes
iB_08955,TC011851,LG9,II,10,,20,Low
iB_08956,TC011637,LG9,II,20,,30,Low
iB_08957,TC011635,LG9,II,20,,50,Low
iB_08967,TC004564,LG2,II,30,,50,Low
iB_08968,TC004818,LG2,II,30,,30,Low
iB_08969,TC004570,LG2,II,30,,10,Low
iB_08970,TC031982,LG2,III,50,,30,Low
iB_08971,TC004521,LG2,II,0,,60,Low
iB_08973,TC004876,LG2,III,20,,50,Low
iB_08974,TC005004,LG2,III,70,,80,Low
iB_08975,TC004990,LG2,II,100,,40,Yes
iB_08976,TC004987,LG2,II,40,,30,Low
iB_08977,TC012919,LG2,II,30,,20,Low
iB_08978,TC011359,LG9,II,50,,50,Low
iB_08979,TC004500,LG2,II,10,,50,Low
iB_08980,TC004909,LG2,II,30,,40,Low
iB_08981,TC004920,LG2,II,20,,40,Low
iB_08982,TC004938,LG2,III,60,,20,Low
iB_08983,TC004948,LG2,II,0,,20,Low
iB_08984,TC004968,LG2,II,70,,100,Low
iB_08985,TC004980,LG2,II,0,,20,Low
iB_08986,TC000780,LG2,II,10,,40,Low
iB_08987,TC032041,LG2,II,20,,10,Low
iB_08988,TC034550,LG2,II,10,,20,Low
iB_08989,TC032046,LG2,II,10,,40,Low
iB_08990,TC000754,LG2,II,30,,30,Low
iB_08991,TC000824,LG2,II,20,,20,Low
iB_08992,TC000825,LG2,II,100,,70,Yes
iB_08993,TC000835,LG2,III,30,,40,Low
iB_08994,TC000838,LG2,II,70,,50,Low
iB_08995,TC000844,LG2,II,10,,30,Low
iB_08996,TC000851,LG2,II,30,,50,Low
iB_08997,TC000540,LG2,II,20,,20,Low
iB_08998,TC001068,LG2,II,20,,50,Low
iB_08999,TC011076,LG2,II,0,,30,Low
iB_09000,TC001148,LG2,II,50,,90,Low
iB_09001,TC001231,LG2,III,60,,50,Low
iB_09002,TC031408,LG10,II,0,,20,Low
iB_09003,TC001296,LG2,II,30,,20,Low
iB_09004,TC001368,LG2,II,20,,50,Low
iB_09005,TC032314,LG3,III,20,,40,Low
iB_09007,TC003366,LG3,III,80,,20,Low
iB_09008,TC003367,LG3,II,10,,30,Low
iB_09009,TC003368,LG3,II,30,,30,Low
iB_09010,TC003369,LG3,II,50,,0,Low
iB_09011,TC003370,LG3,II,30,,30,Low
iB_09012,TC003371,LG3,II,70,,60,Low
iB_09013,TC003372,LG3,II,0,,20,Low
iB_09014,TC003373,LG3,II,0,,40,Low
iB_09015,TC003374,LG3,II,0,,70,Low
iB_09016,TC003375,LG3,II,40,,0,Low
iB_09017,TC003376,LG3,II,30,,10,Low
iB_09018,TC003377,LG3,II,30,,0,Low
iB_09019,TC003378,LG3,II,10,,40,Low
iB_09020,TC003379,LG3,II,20,,20,Low
iB_09021,TC003380,LG3,II,10,,20,Low
iB_09022,TC003381,LG3,II,40,,20,Low
iB_09023,TC003382,LG3,II,60,,0,Low
iB_09024,TC003383,LG3,II,30,,40,Low
iB_09025,TC003384,LG3,II,20,,0,Low
iB_09026,TC003385,LG3,III,30,,40,Low
iB_09027,TC003386,LG3,II,30,,20,Low
iB_09028,TC003387,LG3,III,60,,0,Low
iB_09029,TC003388,LG3,II,20,,20,Low
iB_09030,TC003389,LG3,II,100,,60,Yes
iB_09031,TC003390,LG3,III,40,,30,Low
iB_09032,TC003391,LG3,III,50,,20,Low
iB_09033,TC003392,LG3,II,10,,20,Low
iB_09036,TC008487,LG4,II,40,,20,Low
iB_09037,TC008486,LG4,II,100,,100,Yes
iB_09038,TC031115,LG4,II,20,,0,Low
iB_09039,TC007035,LG4,II,30,,20,Low
iB_09040,TC034675,LG4,II,20,,20,Low
iB_09042,TC032969,LG4,II,60,,20,Low
iB_09043,TC016314,LG5,II,40,,0,Low
iB_09044,TC012887,LG3,II,80,,80,Low
iB_09045,TC010908,LG5,II,40,,10,Low
iB_09046,TC030342,LG5,II,20,,0,Low
iB_09047,TC013887,LG5,II,50,,70,Low
iB_09048,TC013920,LG5,II,20,,10,Low
iB_09049,TC013921,LG5,II,20,,10,Low
iB_09050,TC033022,LG5,II,20,,0,Low
iB_09051,TC013930,LG5,II,30,,0,Low
iB_09052,TC013940,LG5,II,40,,80,Low
iB_09053,TC013866,LG5,II,20,,0,Low
iB_09054,TC013830,LG5,III,80,,70,Low
iB_09055,TC013829,LG5,II,10,,10,Low
iB_09056,TC013817,LG5,II,30,,30,Low
iB_09057,TC013812,LG5,II,20,,0,Low
iB_09058,TC013808,LG5,II,20,,20,Low
iB_09059,TC013806,LG5,II,80,,20,Low
iB_09060,TC014000,LG5,II,10,,0,Low
iB_09061,TC013786,LG5,II,30,,0,Low
iB_09062,TC013777,LG5,II,30,,0,Low
iB_09063,TC013776,LG5,III,40,,50,Low
iB_09064,TC014029,LG5,II,40,,40,Low
iB_09065,TC033052,LG5,II,50,,20,Low
iB_09066,TC014037,LG5,II,40,,20,Low
iB_09067,TC034687,LG5,II,10,,20,Low
iB_09068,TC014051,LG5,II,10,,10,Low
iB_09069,TC033066,LG5,II,10,,30,Low
iB_09070,TC013706,LG5,III,30,,30,Low
iB_09071,TC011283,LG10,II,30,,10,Low
iB_09072,TC014104,LG5,III,20,,60,Low
iB_09073,TC033074,LG5,II,80,,30,Low
iB_09074,TC014121,LG5,II,50,,20,Low
iB_09075,TC013676,LG5,III,70,,20,Low
iB_09076,TC014137,LG5,II,10,,20,Low
iB_09077,TC014166,LG5,II,30,,30,Low
iB_09078,TC010429,LG5,II,50,,30,Low
iB_09079,TC010446,LG5,II,40,,20,Low
iB_09080,TC010418,LG5,III,40,,50,Low
iB_09081,TC010448,LG5,II,40,,0,Low
iB_09082,TC010407,LG5,II,10,,0,Low
iB_09083,TC033106,LG5,II,30,,20,Low
iB_09084,TC013555,LG5,II,60,,10,Low
iB_09085,TC014289,LG5,II,50,,20,Low
iB_09086,TC013503,LG5,II,20,,20,Low
iB_09087,TC014311,LG5,II,30,,40,Low
iB_09088,TC014312,LG5,II,20,,0,Low
iB_09089,TC014313,LG5,II,20,,10,Low
iB_09090,TC014314,LG5,II,30,,10,Low
iB_09091,TC013453,LG5,II,40,,0,Low
iB_09092,TC013450,LG5,II,20,,0,Low
iB_09093,TC014345,LG5,II,20,,40,Low
iB_09094,TC033137,LG5,II,40,,0,Low
iB_09095,TC013429,LG5,II,10,,0,Low
iB_09096,TC014370,LG5,II,20,,10,Low
iB_09097,TC013396,LG5,II,50,,30,Low
iB_09098,TC013391,LG5,II,20,,0,Low
iB_09099,TC014410,LG5,II,100,,0,Yes
iB_09100,TC013381,LG5,II,30,,20,Low
iB_09101,TC014422,LG5,II,20,,0,Low
iB_09102,TC014456,LG5,II,40,,10,Low
iB_09103,TC014482,LG5,II,40,,0,Low
iB_09104,TC014485,LG5,II,30,,0,Low
iB_09105,TC013308,LG5,II,20,,0,Low
iB_09106,TC014503,LG5,II,0,,20,Low
iB_09107,TC013264,LG5,II,30,,30,Low
iB_09108,TC014546,LG5,II,50,,40,Low
iB_09109,TC013234,LG5,II,100,,10,Yes
iB_09111,TC014581,LG5,II,40,,0,Low
iB_09112,TC014598,LG5,II,10,,30,Low
iB_09113,TC013210,LG5,II,30,,30,Low
iB_09114,TC013206,LG5,II,0,,10,Low
iB_09115,TC013194,LG5,III,30,,40,Low
iB_09116,TC013184,LG5,II,100,,10,Yes
iB_09117,TC013181,LG5,II,100,,30,Yes
iB_09118,TC014640,LG5,II,10,,10,Low
iB_09119,TC013168,LG5,II,100,,80,Yes
iB_09120,TC014647,LG5,II,100,,0,Yes
iB_09121,TC013167,LG5,II,30,,20,Low
iB_09122,TC014648,LG5,II,0,,30,Low
iB_09123,TC013107,LG5,II,30,,80,Low
iB_09124,TC014725,LG5,II,100,,100,Yes
iB_09125,TC014728,LG5,II,30,,30,Low
iB_09126,TC014757,LG5,II,100,,90,Yes
iB_09127,TC014758,LG5,II,80,,80,Low
iB_09128,TC014760,LG5,II,30,,30,Low
iB_09129,TC014762,LG5,II,100,,50,Yes
iB_09130,TC011289,LG10,II,100,,100,Yes
iB_09131,TC014772,LG5,II,0,,50,Low
iB_09132,TC014777,LG5,II,60,,90,Low
iB_09133,TC014788,LG5,II,30,,30,Low
iB_09134,TC030551,LG5,II,30,,10,Low
iB_09135,TC013011,LG5,II,0,,30,Low
iB_09136,TC014802,LG5,II,30,,40,Low
iB_09137,TC033275,LG5,II,10,,20,Low
iB_09138,TC011207,LG10,II,10,,30,Low
iB_09139,TC015381,LG6,II,10,,70,Low
iB_09140,TC015390,LG6,II,10,,30,Low
iB_09141,TC015392,LG6,II,30,,60,Low
iB_09142,TC015404,LG6,II,10,,30,Low
iB_09143,TC011290,LG10,II,10,,30,Low
iB_09144,TC015410,LG6,II,70,,30,Low
iB_09145,TC015420,LG6,II,20,,20,Low
iB_09146,TC033325,LG6,II,20,,30,Low
iB_09147,TC015424,LG6,II,100,,90,Yes
iB_09148,TC014215,LGX,II,20,,40,Low
iB_09149,TC015272,LG8,II,10,,10,Low
iB_09150,TC015260,LG8,II,10,,40,Low
iB_09151,TC015465,LG8,II,10,,20,Low
iB_09152,TC015243,LG6,II,30,,30,Low
iB_09153,TC033349,LG8,II,40,,20,Low
iB_09154,TC015481,LG8,II,20,,10,Low
iB_09155,TC015215,LG6,II,20,,40,Low
iB_09156,TC015491,LG6,II,100,,100,Yes
iB_09157,TC015494,LG6,II,10,,40,Low
iB_09159,TC015534,LG6,II,30,,30,Low
iB_09160,TC015540,LG6,II,40,,20,Low
iB_09161,TC015539,LG6,II,100,,90,Yes
iB_09162,TC033366,LG8,II,80,,20,Low
iB_09163,TC015156,LG6,II,40,,40,Low
iB_09164,TC015559,LG6,II,20,,70,Low
iB_09165,TC034734,LG6,III,20,,50,Low
iB_09166,TC033386,LG6,III,50,,50,Low
iB_09167,TC015108,LG6,II,30,,30,Low
iB_09168,TC033403,LG6,II,20,,40,Low
iB_09170,TC015605,LG6,II,30,,100,Low
iB_09171,TC015665,LG6,II,10,,50,Low
iB_09172,TC015687,LG6,II,20,,10,Low
iB_09173,TC015001,LG6,II,20,,60,Low
iB_09174,TC015003,LG6,II,30,,20,Low
iB_09175,TC014982,LG6,III,60,,20,Low
iB_09176,TC015755,LG6,III,50,,40,Low
iB_09178,TC033458,LG6,II,0,,10,Low
iB_09180,TC033464,LG6,II,30,,60,Low
iB_09181,TC014867,LG6,III,70,,50,Low
iB_09182,TC015857,LG6,II,40,,40,Low
iB_09183,TC015858,LG6,III,100,,80,Yes
iB_09184,TC030007,LG7,III,40,,40,Low
iB_09185,TC009432,LG7,III,40,,70,Low
iB_09186,TC009370,LG7,III,60,,40,Low
iB_09187,TC009351,LG7,III,60,,80,Low
iB_09189,TC009469,LG7,III,70,,50,Low
iB_09190,TC009481,LG7,II,20,,40,Low
iB_09194,TC009283,LG7,II,30,,20,Low
iB_09195,TC009533,LG7,II,20,,20,Low
iB_09196,TC009535,LG7,II,10,,60,Low
iB_09197,TC009551,LG7,III,40,,30,Low
iB_09199,TC009251,LG7,III,30,,50,Low
iB_09200,TC009571,LG7,III,100,,50,Yes
iB_09201,TC009226,LG7,III,40,,80,Low
iB_09202,TC009586,LG7,II,10,,10,Low
iB_09203,TC009600,LG7,II,30,,60,Low
iB_09204,TC009599,LG7,II,20,,90,Low
iB_09205,TC009593,LG7,II,0,,40,Low
iB_09206,TC033585,LG7,II,10,,40,Low
iB_09208,TC009161,LG7,III,100,,70,Yes
iB_09209,TC009162,LG7,III,30,,50,Low
iB_09210,TC034773,LG7,II,40,,60,Low
iB_09211,TC005188,LGX,III,100,,80,Yes
iB_09212,TC033603,LG7,II,20,,20,Low
iB_09213,TC015890,LG7,III,20,,30,Low
iB_09214,TC015960,LG7,II,0,,70,Low
iB_09215,TC015957,LG7,II,30,,70,Low
iB_09216,TC015900,LG7,II,10,,60,Low
iB_09217,TC034776,LG7,II,0,,50,Low
iB_09218,TC015909,LG7,II,30,,40,Low
iB_09219,TC009679,LG7,II,0,,30,Low
iB_09220,TC009680,LG7,II,10,,50,Low
iB_09221,TC033630,LG7,II,20,,30,Low
iB_09222,TC009712,LG7,III,20,,70,Low
iB_09223,TC009714,LG7,III,40,,70,Low
iB_09224,TC009716,LG7,III,80,,70,Low
iB_09225,TC033648,LG7,III,30,,80,Low
iB_09227,TC013301,LG7,II,10,,10,Low
iB_09228,TC033666,LG7,II,20,,60,Low
iB_09229,TC016355,LG7,II,20,,50,Low
iB_09230,TC034787,LG7,II,30,,10,Low
iB_09231,TC009073,LG7,III,60,,60,Low
iB_09232,TC009778,LG7,II,10,,30,Low
iB_09233,TC010801,LG7,III,40,,30,Low
iB_09235,TC009831,LG7,III,20,,80,Low
iB_09236,TC009832,LG7,III,20,,50,Low
iB_09237,TC010791,LG7,III,40,,30,Low
iB_09238,TC008934,LG7,II,40,,40,Low
iB_09239,TC008912,LG7,II,0,,50,Low
iB_09240,TC008907,LG7,II,30,,40,Low
iB_09241,TC008903,LG7,II,40,,20,Low
iB_09242,TC009949,LG7,II,70,,90,Low
iB_09243,TC009950,LG7,II,30,,0,Low
iB_09244,TC009963,LG7,II,30,,30,Low
iB_09245,TC008867,LG7,III,30,,60,Low
iB_09246,TC033778,LG7,III,10,,60,Low
iB_09247,TC033785,LG7,II,10,,10,Low
iB_09248,TC033787,LG7,III,60,,60,Low
iB_09249,TC033800,LG7,III,30,,20,Low
iB_09251,TC008783,LG7,III,50,,60,Low
iB_09252,TC033819,LG7,II,20,,30,Low
iB_09253,TC033838,LG7,II,100,,40,Yes
iB_09254,TC030566,LG7,III,80,,60,Low
iB_09255,TC010161,LG7,II,90,,70,High
iB_09256,TC033859,LG7,II,60,,30,Low
iB_09258,TC010126,LG7,III,40,,50,Low
iB_09259,TC010122,LG7,III,40,,40,Low
iB_09260,TC010121,LG7,III,0,,50,Low
iB_09261,TC008707,LG7,III,70,,70,Low
iB_09262,TC010117,LG7,II,10,,70,Low
iB_09263,TC008711,LG7,III,30,,60,Low
iB_09265,TC008602,LG7,II,30,,0,Low
iB_09266,TC010209,LG7,II,40,,20,Low
iB_09268,TC033928,LG8,II,40,,0,Low
iB_09269,TC002215,LG8,III,20,,50,Low
iB_09270,TC033941,LG8,III,10,,50,Low
iB_09271,TC006096,LG8,III,40,,40,Low
iB_09272,TC006097,LG8,II,30,,20,Low
iB_09273,TC034818,LG8,II,20,,20,Low
iB_09274,TC034819,LG8,II,100,,100,Yes
iB_09275,TC006133,LG8,II,10,,10,Low
iB_09276,TC005996,LG8,II,70,,30,Low
iB_09277,TC006205,LG8,III,40,,70,Low
iB_09278,TC033995,LG8,II,90,,0,High
iB_09279,TC006210,LG8,II,80,,100,Low
iB_09280,TC005943,LG8,II,60,,0,Low
iB_09281,TC030639,LG8,II,70,,10,Low
iB_09282,TC005937,LG8,II,50,,70,Low
iB_09283,TC005934,LG8,II,50,,50,Low
iB_09284,TC006246,LG8,III,30,,40,Low
iB_09285,TC034011,LG8,III,40,,60,Low
iB_09286,TC034012,LG8,II,50,,10,Low
iB_09287,TC005893,LG8,III,40,,50,Low
iB_09288,TC006266,LG8,II,20,,10,Low
iB_09289,TC034825,LG8,III,70,,60,Low
iB_09290,TC006274,LG8,II,30,,40,Low
iB_09291,TC034022,LG8,II,20,,10,Low
iB_09292,TC005854,LG8,II,40,,0,Low
iB_09293,TC006309,LG8,III,30,,20,Low
iB_09294,TC005817,LG8,II,50,,10,Low
iB_09296,TC000195,LG2,II,20,,0,Low
iB_09297,TC000312,LG2,II,0,,10,Low
iB_09298,TC032095,LG8,II,30,,20,Low
iB_09299,TC001659,LG9,II,0,,0,Low
iB_09302,TC032291,LG3,II,30,,0,Low
iB_09303,TC003498,LG3,II,20,,0,Low
iB_09304,TC004833,LG2,II,40,,20,Low
iB_09305,TC004934,LG2,II,20,,10,Low
iB_09306,TC005304,LG8,II,40,,30,Low
iB_09307,TC005333,LG8,II,30,,10,Low
iB_09308,TC005489,LG8,II,20,,10,Low
iB_09309,TC005550,LG8,II,0,,10,Low
iB_09310,TC006440,LG8,II,10,,30,Low
iB_09311,TC006635,LG8,II,0,,20,Low
iB_09312,TC007335,LG4,II,20,,0,Low
iB_09313,TC007823,LG4,II,20,,10,Low
iB_09314,TC007892,LG4,II,30,,20,Low
iB_09315,TC032844,LG4,II,20,,0,Low
iB_09316,TC009488,LG7,II,20,,30,Low
iB_09317,TC009086,LG7,II,20,,0,Low
iB_09318,TC009986,LG7,II,30,,30,Low
iB_09319,TC011217,LG10,II,40,,10,Low
iB_09320,TC011652,LG9,II,30,,20,Low
iB_09321,TC033164,LG5,II,0,,20,Low
iB_09322,TC015171,LG6,II,80,,10,Low
iB_09323,TC034714,LG6,II,70,,0,Low
iB_09324,TC015945,LG7,II,40,,10,Low
iB_09325,TC016158,LG2,II,50,,10,Low
iB_09326,TC030989,LG2,II,40,,10,Low
iB_09328,TC033070,LG5,II,10,,10,Low
iB_09329,TC030130,LG3,II,40,,30,Low
iB_09330,TC030133,LG4,II,10,,20,Low
iB_09331,TC032787,LG4,II,50,,20,Low
iB_09332,TC030143,LG6,II,30,,10,Low
iB_09333,TC030191,LG4,II,20,,0,Low
iB_09334,TC030194,LG4,II,30,,0,Low
iB_09335,TC030229,LG3,II,30,,10,Low
iB_09337,TC031208,LG7,II,20,,0,Low
iB_09338,TC030256,LG7,II,20,,10,Low
iB_09339,TC031227,LG9,II,60,,10,Low
iB_09340,TC032272,LG2,II,20,,10,Low
iB_09342,TC030327,LG8,II,20,,10,Low
iB_09343,TC030433,LG2,II,10,,10,Low
iB_09344,TC030550,LG7,II,10,,0,Low
iB_09345,TC030662,LG7,II,60,,10,Low
iB_09346,TC011189,LG3,II,30,,30,Low
iB_09347,TC006339,LG8,II,0,,20,Low
iB_09348,TC005802,LG8,II,10,,0,Low
iB_09349,TC030611,LG8,II,0,,10,Low
iB_09350,TC030614,LG8,II,100,,100,Yes
iB_09351,TC005793,LG8,II,40,,10,Low
iB_09352,TC005773,LG8,II,30,,10,Low
iB_09353,TC005771,LG8,II,20,,30,Low
iB_09354,TC005768,LG8,II,20,,10,Low
iB_09355,TC006363,LG8,II,0,,10,Low
iB_09356,TC005759,LG8,II,40,,0,Low
iB_09357,TC006391,LG8,II,40,,0,Low
iB_09358,TC004604,LG8,II,40,,10,Low
iB_09359,TC006411,LG8,II,100,,80,Yes
iB_09360,TC005720,LG8,II,40,,20,Low
iB_09361,TC005719,LG8,II,40,,10,Low
iB_09362,TC006429,LG8,II,10,,20,Low
iB_09363,TC004608,LG8,II,0,,10,Low
iB_09364,TC015223,LG8,II,20,,20,Low
iB_09365,TC015221,LG8,II,20,,40,Low
iB_09366,TC006447,LG8,II,30,,20,Low
iB_09367,TC005665,LG8,II,100,,100,Yes
iB_09368,TC005637,LG8,II,20,,10,Low
iB_09369,TC005632,LG8,II,30,,10,Low
iB_09370,TC005617,LG8,II,30,,10,Low
iB_09371,TC005616,LG8,II,50,,20,Low
iB_09372,TC005610,LG8,II,10,,30,Low
iB_09373,TC005604,LG8,II,30,,10,Low
iB_09374,TC034110,LG8,II,30,,30,Low
iB_09375,TC005594,LG8,II,80,,70,Low
iB_09376,TC006521,LG8,II,30,,70,Low
iB_09377,TC005587,LG8,II,30,,30,Low
iB_09378,TC034845,LG8,II,60,,20,Low
iB_09379,TC034112,LG8,II,0,,10,Low
iB_09380,TC005580,LG8,II,20,,40,Low
iB_09381,TC005571,LG8,II,20,,20,Low
iB_09382,TC006548,LG8,II,60,,60,Low
iB_09383,TC006549,LG8,II,60,,20,Low
iB_09384,TC006557,LG8,II,60,,60,Low
iB_09385,TC005551,LG8,II,10,,40,Low
iB_09387,TC034123,LG8,II,80,,70,Low
iB_09389,TC005524,LG8,II,100,,20,Yes
iB_09390,TC006604,LG8,II,0,,30,Low
iB_09391,TC005511,LG8,II,10,,50,Low
iB_09392,TC006623,LG8,II,30,,60,Low
iB_09393,TC034140,LG8,II,20,,60,Low
iB_09394,TC005498,LG8,II,10,,40,Low
iB_09395,TC034159,LG8,II,0,,40,Low
iB_09396,TC005463,LG8,II,0,,40,Low
iB_09397,TC030652,LG8,II,20,,40,Low
iB_09398,TC006677,LG8,II,90,,60,High
iB_09400,TC005457,LG8,II,40,,40,Low
iB_09401,TC034166,LG8,II,0,,50,Low
iB_09402,TC006701,LG8,II,20,,30,Low
iB_09403,TC034170,LG8,II,40,,60,Low
iB_09404,TC006713,LG8,II,30,,40,Low
iB_09405,TC006724,LG8,II,10,,10,Low
iB_09406,TC006729,LG8,II,0,,20,Low
iB_09407,TC030627,LG8,II,0,,60,Low
iB_09408,TC005409,LG8,II,20,,50,Low
iB_09409,TC005404,LG8,II,10,,40,Low
iB_09410,TC006751,LG8,II,10,,40,Low
iB_09411,TC005393,LG8,II,10,,50,Low
iB_09412,TC005390,LG8,II,100,,100,Yes
iB_09413,TC005389,LG8,II,10,,30,Low
iB_09414,TC034180,LG8,II,30,,40,Low
iB_09415,TC005370,LG8,II,30,,30,Low
iB_09416,TC006774,LG8,II,20,,50,Low
iB_09417,TC005366,LG8,II,100,,100,Yes
iB_09418,TC005358,LG8,II,0,,30,Low
iB_09419,TC005356,LG8,II,40,,10,Low
iB_09420,TC006782,LG8,II,100,,90,Yes
iB_09421,TC005344,LG8,II,10,,40,Low
iB_09422,TC031365,LG8,II,30,,40,Low
iB_09423,TC006794,LG8,II,30,,40,Low
iB_09424,TC005330,LG8,II,20,,30,Low
iB_09425,TC005317,LG8,II,10,,40,Low
iB_09426,TC005314,LG8,II,0,,50,Low
iB_09427,TC005311,LG8,II,20,,20,Low
iB_09428,TC005309,LG8,II,20,,30,Low
iB_09429,TC005307,LG8,II,20,,70,Low
iB_09430,TC005306,LG8,II,20,,60,Low
iB_09431,TC001449,LGX,II,30,,60,Low
iB_09432,TC001459,LGX,II,30,,60,Low
iB_09433,TC034218,LGX,II,20,,20,Low
iB_09434,TC012229,LG9,II,10,,30,Low
iB_09435,TC012221,LG9,II,10,,50,Low
iB_09436,TC012214,LG9,II,10,,30,Low
iB_09437,TC001750,LGX,II,20,,20,Low
iB_09438,TC012253,LG9,II,10,,70,Low
iB_09439,TC034236,LG9,II,20,,40,Low
iB_09440,TC001753,LGX,II,50,,60,Low
iB_09441,TC012291,LG9,II,20,,20,Low
iB_09442,TC012179,LG9,II,30,,30,Low
iB_09443,TC012302,LG9,II,30,,40,Low
iB_09444,TC012171,LG9,II,10,,60,Low
iB_09445,TC011183,LG10,II,30,,50,Low
iB_09446,TC001755,LGX,II,50,,80,Low
iB_09447,TC012162,LG9,II,90,,100,High
iB_09448,TC034254,LG9,II,10,,40,Low
iB_09449,TC001710,LGX,II,20,,40,Low
iB_09450,TC001708,LGX,II,10,,50,Low
iB_09451,TC001758,LGX,II,30,,10,Low
iB_09452,TC034294,LG9,II,100,,0,Yes
iB_09453,TC034298,LG9,II,20,,40,Low
iB_09454,TC012343,LG9,II,40,,60,Low
iB_09455,TC012117,LG9,II,100,,100,Yes
iB_09456,TC012105,LG9,II,30,,40,Low
iB_09457,TC012374,LG9,II,0,,30,Low
iB_09458,TC012377,LG9,II,10,,50,Low
iB_09459,TC034312,LG9,II,100,,100,Yes
iB_09460,TC012083,LG9,II,40,,30,Low
iB_09461,TC012415,LG9,II,20,,30,Low
iB_09462,TC012435,LG9,II,20,,30,Low
iB_09463,TC034339,LG9,II,10,,60,Low
iB_09464,TC011181,LG10,II,0,,40,Low
iB_09465,TC031238,LG9,II,0,,20,Low
iB_09466,TC012008,LG9,II,0,,40,Low
iB_09467,TC012006,LG9,II,10,,10,Low
iB_09468,TC010662,LG9,II,20,,20,Low
iB_09469,TC034871,LG9,II,20,,20,Low
iB_09470,TC034869,LG9,II,30,,20,Low
iB_09471,TC011981,LG9,II,30,,20,Low
