OrthoID,seq_id,sample,gender,species,chrom_num,chrom_name,Current_TMM,positive_robust_TMM
OG0014104,T_conf_DN1601_c0_g1_i1.p3.p1,T_conf_F2,Female,T_conf,LG7,Autosome,81.54812485,4.393173810252838
OG0010076,T_conf_DN1601_c1_g1_i13.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,40.11150408,2.1996642387216108
OG0010077,T_conf_DN1601_c1_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,6.188222025,0.4038845032449799
OG0012853,T_conf_DN16028_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,0.0,0.07630170352919452
OG0012440,T_conf_DN1602_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,39.71258392,2.1785468026716543
OG0010346,T_conf_DN16060_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LGX,X,0.0,0.07630170352919452
OG0010088,T_conf_DN16063_c0_g2_i1.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,2.329917866,0.1996393948028214
OG0013738,T_conf_DN16064_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG6,Autosome,19.90379291,1.1299387870210396
OG0015181,T_conf_DN1607_c0_g1_i10.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,11.54961847,0.6876980527175134
OG0014374,T_conf_DN1610_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,94.31951558,5.069246503620306
OG0013549,T_conf_DN16112_c0_g2_i2.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,32.80797889,1.813041195807283
OG0012165,T_conf_DN16119_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,1.117719345,0.13546985083425078
OG0010552,T_conf_DN1614_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,16.34146078,0.9413614011501927
OG0012971,T_conf_DN1615_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,7.698266633,0.483820975851482
OG0013838,T_conf_DN1616_c0_g1_i12.p1.p1,T_conf_F2,Female,T_conf,LG8,Autosome,10.09990106,0.6109550906767296
OG0015057,T_conf_DN16186_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,2.019878531,0.1832269983226999
OG0009841,T_conf_DN1618_c0_g1_i4.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,93.33149697,5.0169442589484845
OG0014069,T_conf_DN161_c1_g2_i1.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,6.022761543,0.39512560485430953
OG0014246,T_conf_DN16204_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LGX,X,0.299669111,0.09216513667253268
OG0014707,T_conf_DN1621_c0_g1_i1.p2.p1,T_conf_F2,Female,T_conf,LG7,Autosome,6.906409954,0.44190285674836793
OG0010222,T_conf_DN16235_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,2.051709976,0.18491204353115764
OG0013392,T_conf_DN1623_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG9,Autosome,13.70576582,0.8018369415064577
OG0014048,T_conf_DN1624_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,57.41119296,3.115449175756484
OG0013539,T_conf_DN1624_c0_g1_i1.p2.p1,T_conf_F2,Female,T_conf,LG3,Autosome,46.32696664,2.528689056950146
OG0010259,T_conf_DN16275_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,1.500175036,0.1557157155622565
OG0012282,T_conf_DN1629_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,7.78572955,0.4884509563380288
OG0009882,T_conf_DN1632_c1_g1_i10.p1.p1,T_conf_F2,Female,T_conf,LGX,X,5.739241067,0.38011702388717267
OG0010453,T_conf_DN1634_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,14.1507834,0.8253946135147021
OG0010195,T_conf_DN16369_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG6,Autosome,10.04135017,0.6078556116350009
OG0012509,T_conf_DN1636_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG9,Autosome,6.666068399,0.42918001662452065
OG0010565,T_conf_DN1637_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,24.9242443,1.395703899444136
OG0013962,T_conf_DN16386_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",1.439330171,0.1524948015186901
OG0014054,T_conf_DN1642_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,5.592106146,0.37232821651044623
OG0010643,T_conf_DN16436_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,0.0,0.07630170352919452
OG0010588,T_conf_DN1643_c0_g1_i12.p1.p1,T_conf_F2,Female,T_conf,LGX,X,7.363493824,0.4660992758869533
OG0014478,T_conf_DN16465_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,47.81451874,2.6074348549632824
OG0011052,T_conf_DN1647_c0_g1_i18.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,26.6997341,1.4896921107916141
OG0010988,T_conf_DN1649_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,8.448639193,0.5235430709931316
OG0014354,T_conf_DN164_c0_g1_i3.p1.p1,T_conf_F2,Female,T_conf,LG5,Autosome,16.49508153,0.9494935455975211
OG0013608,T_conf_DN1650_c0_g2_i1.p2.p1,T_conf_F2,Female,T_conf,LG6,Autosome,15.26863103,0.8845695517783393
OG0011921,T_conf_DN1653_c0_g1_i2.p2.p1,T_conf_F2,Female,T_conf,LGX,X,1.528163376,0.15719732025251443
OG0011469,T_conf_DN16542_c0_g2_i1.p3.p1,T_conf_F2,Female,T_conf,LG5,Autosome,8.375977286,0.5196966041353513
OG0009965,T_conf_DN16554_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG4,Autosome,44.21380893,2.4168258891313084
OG0009966,T_conf_DN16554_c0_g1_i1.p2.p1,T_conf_F2,Female,T_conf,LG4,Autosome,21.24512588,1.200944256425426
OG0012378,T_conf_DN1655_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,23.00977427,1.2943585614996134
OG0012377,T_conf_DN1655_c0_g1_i2.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,4.455429667,0.31215654492891454
OG0013428,T_conf_DN16561_c0_g1_i1.p2.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",108.2644669,5.807443384218807
OG0013175,T_conf_DN16588_c0_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG3,Autosome,0.222741725,0.08809287029636037
OG0014105,T_conf_DN1659_c0_g1_i10.p1.p1,T_conf_F2,Female,T_conf,LG7,Autosome,50.44470061,2.746667470932051
OG0012144,T_conf_DN1659_c0_g1_i10.p2.p1,T_conf_F2,Female,T_conf,LG7,Autosome,26.59401201,1.4840955536393188
OG0012926,T_conf_DN165_c1_g1_i1.p1.p1,T_conf_F2,Female,T_conf,LG2,"LG2,Neo-X",13.8442079,0.8091655803273761
